EmployeeID,Age,Gender,Department,JobRole,MonthlyIncome,OverTime,JobSatisfaction,DistanceFromHome,YearsAtCompany,Attrition
444,56,Male,Finance,Manager,6676,Yes,3,22,14,No
445,56,Male,Finance,Sales Executive,5426,No,3,27,11,No
446,57,Female,IT,Manager,5962,Yes,3,19,8,No
447,39,Female,Finance,Technical Lead,3859,Yes,1,13,7,No
448,53,Female,R&D,Sales Executive,15048,No,2,12,17,Yes
449,45,Male,IT,Software Developer,7138,No,1,20,17,No
450,44,Female,Finance,HR Executive,5424,No,1,1,12,No
451,53,Male,IT,Financial Analyst,13409,No,1,21,17,No
452,58,Male,HR,Software Developer,7017,No,3,17,14,Yes
453,33,Male,R&D,Lab Technician,13451,Yes,3,13,3,No
454,34,Male,Finance,Research Scientist,13278,No,3,1,16,No
455,44,Female,HR,HR Executive,13996,Yes,2,10,4,No
456,46,Female,HR,Lab Technician,4134,Yes,4,15,15,No
457,56,Male,IT,Financial Analyst,8119,No,3,27,8,No
458,51,Female,HR,Manager,8694,Yes,2,27,9,Yes
459,38,Male,R&D,Sales Executive,7164,No,3,7,17,No
460,41,Female,R&D,Financial Analyst,8039,Yes,3,28,16,Yes
461,46,Female,Sales,Software Developer,17631,No,1,22,17,No
462,43,Male,R&D,Research Scientist,13442,No,1,18,6,No
463,34,Female,HR,Software Developer,11252,Yes,1,16,3,No
464,40,Male,R&D,HR Executive,4551,Yes,2,14,4,No
465,57,Female,IT,HR Executive,15625,No,4,27,15,No
466,33,Male,Sales,Research Scientist,4629,No,4,28,2,No
467,40,Male,HR,Technical Lead,4361,No,2,18,17,No
468,33,Female,Sales,Lab Technician,7370,No,3,27,13,No
469,30,Female,HR,Lab Technician,8283,No,2,7,14,No
470,28,Male,IT,HR Executive,10610,No,3,17,16,Yes
471,49,Female,Sales,HR Executive,13558,No,2,29,0,No
472,35,Female,Finance,Manager,17924,No,2,18,16,No
473,52,Male,HR,Sales Executive,17839,No,2,12,10,Yes
474,40,Male,Finance,Manager,14949,No,4,8,16,No
475,37,Female,Sales,Manager,13626,No,1,22,13,No
476,26,Male,Finance,Technical Lead,4993,No,2,2,19,Yes
477,56,Male,Finance,Lab Technician,3869,No,4,7,18,No
478,33,Male,Sales,Technical Lead,4014,Yes,1,4,6,No
479,46,Female,IT,Technical Lead,13103,Yes,1,18,12,No
480,42,Female,Finance,Research Scientist,19986,No,2,28,17,Yes
481,57,Male,Finance,Lab Technician,15013,No,3,6,13,No
482,44,Female,IT,Sales Executive,3690,No,3,27,0,No
483,37,Male,Finance,Software Developer,19873,Yes,3,9,6,No
484,35,Female,Finance,HR Executive,13748,No,2,27,7,No
485,52,Male,Finance,HR Executive,11024,No,3,9,17,No
486,26,Male,R&D,Sales Executive,19678,Yes,4,14,8,No
487,56,Female,IT,Technical Lead,8488,No,4,8,0,No
488,44,Male,Finance,Manager,14035,No,4,19,16,No
489,50,Female,IT,Research Scientist,15855,No,4,3,18,No
490,32,Female,HR,Technical Lead,5817,No,1,18,5,No
491,39,Male,HR,HR Executive,7458,No,4,5,2,No
492,33,Male,Finance,Financial Analyst,8307,No,3,14,4,Yes
493,30,Female,IT,Manager,11933,No,2,28,1,No
494,31,Male,IT,HR Executive,13659,No,3,4,19,No
495,38,Male,IT,Financial Analyst,8738,No,4,7,3,No
496,59,Male,R&D,Technical Lead,8668,No,1,20,9,No
497,28,Male,HR,Sales Executive,17427,Yes,4,25,9,Yes
498,34,Male,IT,Sales Executive,10697,No,2,28,10,No
499,30,Female,IT,Manager,19446,Yes,3,12,15,Yes
500,48,Female,R&D,HR Executive,10829,No,2,2,16,No
501,23,Male,R&D,Lab Technician,13751,No,2,11,15,No
502,26,Male,IT,Financial Analyst,16450,Yes,2,14,6,No
503,50,Male,Sales,Research Scientist,10352,No,3,22,15,No
504,58,Female,IT,HR Executive,16516,Yes,4,23,2,No
505,59,Male,IT,Research Scientist,11326,No,2,16,15,No
506,40,Female,R&D,HR Executive,6644,No,3,20,7,Yes
507,29,Female,R&D,Lab Technician,11003,No,1,29,11,Yes
508,22,Female,IT,Lab Technician,6278,Yes,3,6,2,No
509,43,Male,IT,Manager,10296,Yes,1,23,16,No
510,38,Female,IT,Manager,6074,No,3,4,17,No
511,28,Male,R&D,Lab Technician,16261,No,4,15,10,No
512,46,Female,IT,Software Developer,14173,No,2,24,3,No
513,25,Male,IT,Lab Technician,11312,No,4,25,15,No
514,57,Female,Finance,Sales Executive,4637,No,3,1,16,No
515,27,Male,Sales,Sales Executive,16652,No,2,7,8,Yes
516,52,Female,HR,Software Developer,8103,No,1,25,5,Yes
517,40,Male,Sales,Technical Lead,5032,Yes,3,12,19,No
518,48,Male,Finance,Financial Analyst,5761,Yes,2,10,1,No
519,31,Male,HR,Technical Lead,18195,No,1,5,8,No
520,47,Male,IT,Research Scientist,19625,Yes,1,12,5,Yes
521,40,Female,Finance,Technical Lead,5668,No,4,18,2,No
522,24,Female,IT,HR Executive,17638,No,3,10,19,No
523,34,Male,R&D,Technical Lead,18954,Yes,1,6,5,No
524,49,Female,Finance,HR Executive,15356,Yes,2,28,6,No
525,41,Male,R&D,Software Developer,3195,No,1,12,0,No
526,49,Male,Finance,Sales Executive,5187,No,1,7,0,No
527,29,Female,Finance,Manager,14707,No,4,18,4,Yes
528,22,Male,R&D,HR Executive,5330,No,4,2,5,Yes
529,24,Male,HR,Sales Executive,6606,No,2,10,12,No
530,34,Female,Sales,Financial Analyst,3060,No,4,15,1,No
531,49,Male,IT,Research Scientist,17387,No,1,12,14,No
532,46,Male,Finance,Financial Analyst,6927,No,1,26,14,No
533,54,Male,IT,Software Developer,9296,No,4,17,12,No
534,59,Male,R&D,Technical Lead,16622,Yes,1,4,13,Yes
535,27,Female,IT,Technical Lead,17125,No,1,7,6,No
536,53,Female,R&D,Lab Technician,5591,No,2,9,13,No
537,42,Female,IT,Lab Technician,15127,Yes,4,19,9,No
538,37,Male,Sales,Lab Technician,18748,Yes,1,28,16,No
539,42,Male,Sales,Financial Analyst,9121,No,4,27,13,No
540,32,Female,Sales,HR Executive,4200,No,2,23,7,Yes
541,58,Male,Sales,Research Scientist,18721,No,4,7,3,No
542,57,Male,Sales,Lab Technician,14087,Yes,1,23,15,No
543,56,Male,Sales,Software Developer,9972,Yes,4,2,12,No
544,40,Male,R&D,Software Developer,3136,No,1,6,19,Yes
545,41,Female,Finance,Lab Technician,18346,No,1,18,17,No
546,39,Female,IT,Technical Lead,3661,No,1,6,13,No
547,35,Female,Sales,Lab Technician,5472,No,2,13,17,No
548,36,Male,R&D,Research Scientist,3086,No,4,26,4,No
549,52,Female,R&D,Lab Technician,13704,No,2,19,8,No
550,22,Female,R&D,Research Scientist,9219,No,4,2,2,No
551,24,Male,Finance,Software Developer,19322,No,2,12,7,No
552,37,Male,IT,Lab Technician,17749,No,3,15,19,No
553,44,Female,Finance,Financial Analyst,9968,No,1,14,9,Yes
554,32,Female,HR,Manager,16596,No,1,6,18,No
555,33,Female,R&D,Financial Analyst,4700,No,2,18,2,No
556,31,Female,HR,Software Developer,5700,Yes,3,5,10,Yes
557,53,Male,Sales,Research Scientist,14821,No,1,18,10,No
558,37,Female,Sales,Financial Analyst,8520,Yes,4,3,16,No
559,29,Female,Finance,Research Scientist,14510,No,2,3,15,No
560,59,Male,IT,Financial Analyst,6687,No,1,22,6,No
561,33,Female,HR,Financial Analyst,19980,No,1,22,3,No
562,45,Male,IT,Research Scientist,11837,Yes,2,10,18,No
563,49,Male,Finance,HR Executive,17955,No,2,19,11,No
564,29,Male,Sales,Financial Analyst,14281,No,4,3,14,No
565,49,Female,IT,Lab Technician,16917,No,4,29,10,No
566,57,Female,IT,Manager,7757,No,1,12,4,No
567,47,Male,Sales,Software Developer,16045,No,1,29,4,No
568,29,Female,HR,HR Executive,11912,No,2,16,14,No
569,49,Female,Sales,Research Scientist,7733,Yes,1,17,17,No
570,49,Male,IT,HR Executive,10081,Yes,1,7,10,Yes
571,58,Male,HR,Sales Executive,11690,No,2,13,11,No
572,57,Female,HR,Sales Executive,4673,No,1,24,1,No
573,48,Male,Sales,Financial Analyst,17318,Yes,1,2,19,No
574,38,Female,IT,Financial Analyst,14171,Yes,3,4,14,Yes
575,30,Female,Finance,Lab Technician,16545,Yes,4,10,19,No
576,54,Female,IT,Manager,14803,No,2,7,3,No
577,41,Female,R&D,Software Developer,5294,No,3,24,17,No
578,34,Male,Finance,HR Executive,6630,No,4,17,5,No
579,49,Male,HR,Sales Executive,18093,No,4,20,18,No
580,50,Male,Finance,Financial Analyst,19530,No,4,6,10,No
581,34,Male,HR,Technical Lead,17453,Yes,3,19,1,No
582,56,Female,HR,Technical Lead,15174,Yes,3,5,7,Yes
583,27,Female,Finance,Software Developer,6453,Yes,4,10,10,No
584,39,Male,HR,HR Executive,7507,No,1,9,4,No
585,26,Female,HR,Financial Analyst,13602,No,1,27,17,No
586,46,Female,R&D,Financial Analyst,8628,Yes,3,13,17,No
587,23,Female,IT,Sales Executive,11328,No,3,19,13,No
588,31,Male,IT,Sales Executive,18534,No,3,21,9,No
589,51,Male,R&D,Financial Analyst,6552,No,4,24,2,No
590,26,Male,Finance,Research Scientist,19402,Yes,1,6,8,No
591,54,Female,Sales,Financial Analyst,5242,No,3,4,2,Yes
592,22,Male,Sales,Software Developer,17665,No,3,24,10,No
593,39,Male,Sales,Financial Analyst,8097,Yes,2,27,11,Yes
594,53,Male,R&D,Lab Technician,11640,No,4,3,11,No
595,32,Male,R&D,Manager,4948,Yes,2,3,2,Yes
596,42,Male,HR,Lab Technician,8618,No,1,4,6,Yes
597,47,Male,Sales,Lab Technician,7236,No,2,25,13,No
598,46,Female,Finance,Research Scientist,4920,No,2,5,10,No
599,43,Female,Finance,Research Scientist,14169,No,2,8,6,No
600,48,Male,Sales,Technical Lead,7188,No,4,16,9,Yes
601,34,Male,Sales,Financial Analyst,15207,No,1,22,10,No
602,54,Female,Sales,Lab Technician,3238,No,2,3,14,Yes
603,55,Female,R&D,Research Scientist,3204,No,4,24,18,No
604,56,Male,R&D,Sales Executive,13799,No,1,12,15,No
605,22,Male,R&D,Financial Analyst,8552,No,3,25,19,No
606,42,Male,IT,Software Developer,7927,No,2,8,11,No
607,27,Male,Finance,Manager,14164,No,1,13,17,No
608,49,Female,Finance,HR Executive,7390,No,2,4,12,No
609,38,Male,HR,Financial Analyst,18641,No,3,14,4,No
610,26,Male,R&D,HR Executive,9160,No,1,14,3,No
611,52,Male,IT,Lab Technician,18810,No,4,13,13,No
612,26,Male,IT,Manager,8126,No,1,27,7,Yes
613,59,Female,Finance,HR Executive,3816,No,4,6,8,No
614,24,Female,R&D,Lab Technician,16414,No,1,17,18,No
615,44,Female,HR,Sales Executive,3192,No,4,4,2,No
616,58,Male,R&D,HR Executive,6645,No,3,8,4,Yes
617,58,Male,Sales,Manager,15816,No,3,17,17,Yes
618,31,Female,R&D,Technical Lead,9314,No,3,3,0,No
619,31,Male,Sales,Financial Analyst,10374,No,1,17,7,No
620,40,Male,Sales,Lab Technician,6700,No,3,9,18,Yes
621,38,Female,HR,Financial Analyst,13655,Yes,2,2,16,No
622,42,Female,Finance,Manager,18129,Yes,3,25,16,No
623,35,Female,R&D,Research Scientist,12359,Yes,4,13,10,No
624,30,Female,Sales,Lab Technician,6893,No,4,20,1,Yes
625,22,Male,R&D,HR Executive,9811,Yes,4,2,5,No
626,34,Male,Finance,Lab Technician,12288,Yes,1,20,13,No
627,25,Female,Finance,Financial Analyst,3504,No,2,28,2,Yes
628,22,Male,IT,Sales Executive,12813,No,3,11,11,No
629,53,Female,Finance,Lab Technician,17671,No,2,27,3,No
630,55,Female,HR,HR Executive,13738,No,2,26,11,No
631,49,Male,Sales,Research Scientist,14186,Yes,4,22,12,No
632,52,Female,IT,Technical Lead,9773,No,4,15,1,Yes
633,29,Male,HR,Software Developer,6816,No,4,11,1,Yes
634,47,Male,R&D,Sales Executive,3717,No,1,23,14,No
635,55,Male,Sales,Technical Lead,14676,No,2,3,16,No
636,24,Male,Finance,Research Scientist,7434,No,2,3,6,No
637,33,Female,Sales,Lab Technician,8057,No,1,28,13,No
638,22,Male,R&D,Financial Analyst,7994,No,1,26,11,No
639,26,Female,IT,Manager,7234,Yes,1,12,16,No
640,51,Female,IT,Financial Analyst,6764,Yes,2,24,13,Yes
641,51,Female,IT,Technical Lead,14181,Yes,2,5,5,No
642,38,Female,Finance,HR Executive,7637,Yes,4,20,18,No
643,44,Male,HR,Financial Analyst,5104,No,4,7,5,No
644,36,Male,HR,Sales Executive,12447,Yes,2,7,17,Yes
645,58,Female,Sales,Financial Analyst,13674,No,4,13,4,No
646,42,Female,Finance,HR Executive,11385,Yes,1,9,5,No
647,35,Male,IT,Software Developer,14999,Yes,3,25,1,No
648,23,Female,IT,Lab Technician,6719,No,4,21,7,Yes
649,32,Male,R&D,Manager,5581,Yes,2,13,14,No
650,59,Female,R&D,Technical Lead,5763,No,4,12,14,No
651,55,Male,IT,Lab Technician,8991,No,4,13,10,No
652,59,Female,IT,Financial Analyst,13531,Yes,4,24,0,No
653,55,Female,Finance,Research Scientist,14064,Yes,3,10,17,Yes
654,39,Male,HR,Lab Technician,14312,No,1,1,11,No
655,51,Female,R&D,Software Developer,7780,Yes,2,25,11,No
656,36,Female,HR,Financial Analyst,7177,Yes,3,8,10,No
657,48,Male,Finance,Manager,18169,Yes,2,22,7,No
658,55,Female,IT,HR Executive,9476,Yes,2,16,6,No
659,59,Male,HR,Software Developer,5382,No,2,13,1,No
660,54,Male,IT,Financial Analyst,19915,No,3,3,10,Yes
661,45,Female,IT,Software Developer,15508,No,1,3,9,No
662,36,Female,Sales,Lab Technician,3634,Yes,2,24,2,No
663,51,Female,HR,Manager,14996,Yes,1,5,19,No
664,38,Female,HR,HR Executive,17162,No,1,26,9,No
665,26,Female,IT,Financial Analyst,19386,No,4,11,17,No
666,50,Female,Finance,Sales Executive,17005,No,3,7,13,Yes
667,25,Female,Sales,Technical Lead,11397,No,3,21,17,No
668,31,Male,IT,HR Executive,15327,No,4,24,7,Yes
669,38,Female,R&D,Sales Executive,17394,No,4,10,9,No
670,31,Male,R&D,Software Developer,5890,No,1,10,12,No
671,38,Female,Sales,Research Scientist,13858,No,2,20,7,No
672,41,Female,Finance,HR Executive,11026,No,3,2,3,No
673,45,Male,IT,Software Developer,6306,Yes,2,3,3,No
674,26,Female,HR,Sales Executive,3897,No,2,8,4,No
675,55,Female,Sales,Lab Technician,12277,No,4,11,0,No
676,27,Male,Finance,Lab Technician,12471,No,2,13,16,No
677,23,Female,HR,Research Scientist,17896,No,1,7,1,No
678,34,Female,R&D,Technical Lead,18240,No,4,13,7,Yes
679,32,Female,R&D,HR Executive,17683,Yes,2,2,6,No
680,44,Male,HR,HR Executive,3670,No,4,6,14,No
681,37,Female,Sales,HR Executive,14767,No,1,9,4,No
682,52,Female,R&D,Technical Lead,16006,No,1,20,1,No
683,32,Female,IT,Software Developer,18768,No,2,25,6,No
684,37,Female,HR,Manager,19633,No,4,2,7,No
685,29,Male,HR,Manager,4892,No,2,18,6,No
686,25,Male,R&D,Research Scientist,6439,No,2,16,6,No
687,25,Female,Sales,HR Executive,5854,No,4,25,13,No
688,46,Female,IT,Software Developer,14577,No,2,12,17,No
689,24,Male,Sales,Lab Technician,14763,No,1,7,5,No
690,53,Male,Finance,Sales Executive,14618,Yes,4,7,3,No
691,24,Female,Finance,Software Developer,11235,No,4,17,9,No
692,48,Male,R&D,Technical Lead,5618,Yes,4,13,17,Yes
693,50,Female,R&D,Manager,6163,No,4,11,11,No
694,53,Male,R&D,Manager,5942,No,2,6,15,No
695,40,Male,Finance,Lab Technician,4925,No,2,29,6,No
696,42,Male,Sales,Lab Technician,5972,No,1,23,5,No
697,26,Male,Sales,Technical Lead,14705,Yes,3,27,4,No
698,39,Female,R&D,Sales Executive,13640,Yes,3,14,2,No
699,49,Male,IT,Lab Technician,13966,No,1,6,11,No
700,43,Male,Sales,Research Scientist,14138,No,3,6,14,No
701,42,Female,Finance,Sales Executive,18935,No,1,2,9,Yes
702,27,Male,HR,Lab Technician,16145,Yes,2,22,19,No
703,22,Male,HR,Financial Analyst,3489,Yes,4,20,18,No
704,26,Female,HR,Software Developer,14748,Yes,4,25,15,No
705,33,Male,IT,Lab Technician,6516,Yes,2,15,10,No
706,47,Female,R&D,Research Scientist,9410,No,4,28,7,No
707,55,Female,Finance,HR Executive,3053,No,4,17,2,No
708,35,Female,IT,Lab Technician,19999,No,3,29,6,No
709,47,Female,Finance,Manager,8944,No,2,8,6,No
710,48,Male,Finance,Manager,10404,Yes,3,5,13,No
711,30,Female,R&D,Manager,3954,No,3,17,1,No
712,47,Male,HR,HR Executive,13625,Yes,4,20,9,No
713,43,Male,R&D,Manager,4629,Yes,4,1,18,No
714,51,Male,IT,Financial Analyst,13973,No,2,22,8,No
715,38,Male,IT,Lab Technician,9859,Yes,4,18,15,No
716,47,Male,IT,Technical Lead,11841,Yes,4,15,18,No
717,57,Male,R&D,Manager,13539,No,2,5,17,No
718,22,Male,Finance,Sales Executive,15682,No,4,7,8,No
719,29,Male,Finance,Technical Lead,6278,No,3,18,15,No
720,56,Male,Sales,HR Executive,9539,Yes,2,6,12,Yes
721,36,Male,IT,Financial Analyst,19754,Yes,4,22,9,No
722,43,Female,Finance,Sales Executive,3857,No,1,21,19,No
723,35,Female,Sales,Sales Executive,7886,Yes,2,5,13,Yes
724,47,Female,Finance,Sales Executive,15945,No,2,19,11,No
725,49,Male,IT,Sales Executive,10485,Yes,1,10,18,No
726,44,Female,HR,Technical Lead,16680,No,4,15,6,No
727,35,Female,IT,Technical Lead,19767,Yes,4,10,14,No
728,45,Female,R&D,Lab Technician,17397,No,2,27,15,Yes
729,23,Male,Finance,Manager,13744,No,2,16,7,No
730,47,Male,Finance,Software Developer,7334,No,4,12,9,Yes
731,35,Male,R&D,Lab Technician,15226,Yes,4,18,3,No
732,28,Male,R&D,Lab Technician,16440,No,3,23,18,Yes
733,24,Female,HR,Financial Analyst,18020,No,2,1,18,No
734,44,Female,Finance,Financial Analyst,7251,No,2,16,14,No
735,39,Female,Finance,Manager,15180,No,1,22,13,No
736,59,Female,HR,Software Developer,19140,Yes,3,6,0,No
737,56,Male,Sales,Financial Analyst,3922,Yes,4,3,15,No
738,36,Male,HR,Manager,10957,No,3,2,9,Yes
739,46,Male,IT,Manager,18796,Yes,4,28,18,No
740,58,Female,Finance,Technical Lead,4230,No,4,2,2,No
741,49,Male,R&D,Research Scientist,13627,No,3,13,4,Yes
742,31,Male,IT,Technical Lead,13006,No,2,9,8,No
743,38,Female,Finance,Software Developer,7933,No,4,16,17,No
744,43,Female,HR,Financial Analyst,17295,No,3,27,10,No
745,47,Male,IT,Software Developer,19377,Yes,1,5,15,No
746,46,Male,Finance,Lab Technician,3203,Yes,3,23,1,No
747,38,Male,Sales,Lab Technician,19544,No,1,28,11,No
748,34,Male,Sales,Software Developer,18899,Yes,4,21,5,No
749,41,Male,R&D,Research Scientist,6748,Yes,3,7,10,Yes
750,46,Male,Finance,Research Scientist,9718,No,3,13,7,No
751,25,Female,Sales,Technical Lead,4093,No,1,20,11,No
752,31,Female,HR,Software Developer,18228,No,3,24,1,No
753,24,Female,Finance,Financial Analyst,19034,Yes,3,29,8,No
754,39,Male,HR,Technical Lead,8710,Yes,4,27,14,Yes
755,57,Female,HR,HR Executive,12732,Yes,3,26,1,No
756,43,Male,Sales,Research Scientist,6191,No,2,13,0,No
757,55,Male,Finance,Sales Executive,3689,No,1,27,9,Yes
758,29,Female,IT,Technical Lead,5103,No,3,26,1,No
759,40,Male,Sales,Lab Technician,3365,No,1,7,11,Yes
760,58,Male,Sales,Technical Lead,17010,No,1,10,7,No
761,27,Female,Finance,Software Developer,14767,No,1,15,4,No
762,47,Female,Finance,Sales Executive,19103,No,3,21,0,No
763,55,Female,HR,Software Developer,15742,No,3,27,14,No
764,27,Male,Finance,Manager,15391,No,1,6,5,No
765,58,Female,HR,Lab Technician,7172,No,2,5,11,No
766,54,Female,Sales,Lab Technician,18623,No,1,23,7,No
767,43,Male,R&D,Research Scientist,5378,No,2,28,12,No
768,42,Female,IT,Technical Lead,15031,No,1,2,18,No
769,27,Female,Sales,Research Scientist,8669,No,4,21,0,Yes
770,27,Female,Finance,Sales Executive,5735,No,1,15,10,No
771,25,Male,IT,Technical Lead,12867,Yes,1,26,19,No
772,51,Male,R&D,Manager,11490,Yes,3,16,0,Yes
773,32,Male,R&D,Software Developer,3956,No,2,19,7,No
774,51,Male,HR,Manager,12306,No,4,9,4,No
775,52,Female,IT,Lab Technician,9623,Yes,2,29,16,Yes
776,45,Male,HR,Sales Executive,17908,No,4,22,7,No
777,30,Male,Sales,HR Executive,7460,Yes,1,29,9,No
778,24,Female,IT,Sales Executive,16986,Yes,3,26,1,No
779,52,Female,Sales,Financial Analyst,15638,No,3,19,8,No
780,58,Female,HR,Sales Executive,5850,Yes,2,7,2,No
781,57,Male,IT,Manager,16299,Yes,3,4,17,No
782,45,Male,HR,Financial Analyst,13698,No,2,3,6,No
783,52,Male,IT,Financial Analyst,7594,No,2,24,14,Yes
784,27,Female,HR,Technical Lead,17282,No,4,29,19,Yes
785,23,Female,R&D,Technical Lead,19285,No,2,20,17,No
786,41,Male,HR,Financial Analyst,17334,No,4,11,2,No
787,49,Female,R&D,HR Executive,9644,Yes,3,1,13,No
788,32,Female,HR,Technical Lead,5850,No,2,6,1,Yes
789,25,Female,IT,Sales Executive,17933,Yes,2,26,13,No
790,36,Male,IT,Manager,3165,No,1,11,10,Yes
791,27,Female,IT,Sales Executive,13701,No,2,27,15,No
792,51,Female,Finance,HR Executive,3919,No,2,1,7,Yes
793,59,Male,Sales,Lab Technician,11305,Yes,1,21,6,Yes
794,23,Male,IT,Research Scientist,18715,No,1,7,10,No
795,36,Female,R&D,Manager,6839,Yes,3,6,2,No
796,32,Female,IT,Technical Lead,14618,Yes,2,14,16,No
797,29,Male,Finance,Manager,16519,No,3,2,13,No
798,47,Male,R&D,Sales Executive,13776,Yes,3,27,5,No
799,26,Female,Finance,Research Scientist,3067,No,1,4,7,No
800,27,Female,R&D,Software Developer,12788,Yes,4,11,4,Yes
801,47,Female,HR,Software Developer,8660,No,3,15,7,No
802,25,Female,Sales,Technical Lead,7478,No,4,18,1,No
803,40,Male,Sales,HR Executive,11210,No,2,27,14,No
804,41,Female,Finance,Software Developer,13922,No,1,1,11,Yes
805,54,Female,Sales,Manager,6521,No,2,3,16,No
806,41,Male,Finance,Software Developer,3572,No,2,3,0,No
807,33,Female,Finance,Lab Technician,10082,No,1,28,14,No
808,22,Male,Finance,Lab Technician,8395,No,2,7,13,Yes
809,47,Female,Sales,Technical Lead,18407,No,1,1,19,Yes
810,35,Female,Finance,Lab Technician,14094,No,4,25,15,No
811,59,Male,Sales,Software Developer,3650,No,2,11,8,No
812,58,Male,Finance,HR Executive,8741,No,1,6,0,No
813,32,Female,IT,Financial Analyst,16281,No,3,20,16,No
814,57,Female,Finance,Financial Analyst,9838,No,2,3,12,No
815,34,Female,R&D,Technical Lead,6262,Yes,4,19,4,No
816,24,Male,Finance,Research Scientist,7996,Yes,1,2,9,No
817,54,Female,HR,Financial Analyst,14826,No,2,18,5,No
818,27,Male,Finance,Financial Analyst,5827,Yes,2,12,18,Yes
819,31,Male,R&D,Lab Technician,17211,No,2,29,12,Yes
820,26,Female,R&D,Lab Technician,8232,No,4,10,0,No
821,44,Male,Sales,Software Developer,5217,No,1,5,19,Yes
822,31,Female,IT,Technical Lead,17232,Yes,3,9,14,No
823,23,Female,Finance,Research Scientist,17026,Yes,3,2,13,Yes
824,34,Female,Sales,Technical Lead,16878,No,3,2,7,No
825,23,Female,IT,Sales Executive,9837,No,1,28,9,No
826,41,Female,Finance,Manager,10031,No,3,6,8,No
827,22,Male,HR,Research Scientist,17806,No,4,29,16,Yes
828,58,Male,Finance,Research Scientist,6716,No,1,10,8,No
829,30,Female,R&D,HR Executive,6414,No,2,18,2,No
830,38,Female,R&D,Technical Lead,3570,No,4,12,10,No
831,30,Male,HR,Software Developer,16288,Yes,2,4,11,Yes
832,32,Male,Sales,HR Executive,3917,No,3,22,9,No
833,36,Male,IT,Research Scientist,13066,No,4,21,16,No
834,45,Male,Finance,Research Scientist,9982,No,1,17,16,No
835,59,Female,R&D,Research Scientist,9336,Yes,4,15,10,No
836,56,Female,Sales,Financial Analyst,19999,No,2,6,3,Yes
837,51,Male,HR,Technical Lead,12941,No,1,16,6,No
838,52,Female,R&D,Manager,15380,No,4,17,13,No
839,26,Male,HR,Manager,14667,Yes,4,3,6,No
840,35,Female,Finance,HR Executive,7529,No,4,10,7,No
841,32,Male,IT,Research Scientist,15192,No,4,5,0,Yes
842,30,Female,R&D,Manager,11566,No,1,14,3,No
843,55,Male,R&D,Lab Technician,10226,No,2,26,11,Yes
844,33,Male,Finance,Technical Lead,8162,No,4,29,2,No
845,56,Female,Sales,Manager,19590,No,1,21,12,No
846,56,Male,IT,Software Developer,4319,No,2,13,19,No
847,22,Female,R&D,Technical Lead,4141,No,4,26,5,No
848,43,Female,IT,Software Developer,7627,Yes,2,6,10,No
849,50,Male,R&D,Manager,17501,No,2,12,3,No
850,29,Female,IT,Lab Technician,5690,Yes,1,26,19,No
851,32,Female,HR,Software Developer,10323,No,2,8,15,Yes
852,58,Female,R&D,Financial Analyst,6255,Yes,1,5,6,Yes
853,35,Female,IT,Manager,8213,Yes,4,15,10,No
854,51,Female,Sales,Financial Analyst,7108,No,2,27,0,No
855,56,Male,HR,Manager,12802,Yes,2,16,6,Yes
856,42,Female,HR,Sales Executive,14413,No,3,1,11,No
857,58,Female,Sales,Sales Executive,17995,Yes,4,16,6,No
858,26,Female,IT,Sales Executive,15583,No,4,5,6,No
859,40,Female,Finance,Software Developer,8021,No,3,3,9,No
860,35,Female,Sales,Financial Analyst,9582,No,3,20,15,No
861,47,Male,IT,Financial Analyst,16455,No,1,15,7,No
862,25,Female,Sales,Financial Analyst,16117,Yes,1,13,8,No
863,46,Male,Sales,Lab Technician,4262,No,2,24,8,Yes
864,46,Male,R&D,Financial Analyst,10382,Yes,2,16,1,No
865,39,Male,IT,Lab Technician,6327,No,2,23,12,No
866,29,Male,Finance,Sales Executive,13020,No,2,11,12,No
867,35,Female,R&D,Sales Executive,19848,No,1,21,3,No
868,53,Male,Sales,Software Developer,17062,Yes,4,2,11,No
869,59,Male,Sales,Manager,9774,No,2,22,16,No
870,54,Female,Sales,Sales Executive,18160,Yes,4,27,1,No
871,44,Female,IT,Manager,4230,No,2,6,12,No
872,36,Female,IT,Manager,12076,No,3,26,17,No
873,54,Male,R&D,Technical Lead,6805,No,2,26,14,No
874,46,Female,Finance,Software Developer,17715,Yes,2,27,7,No
875,38,Female,R&D,Research Scientist,8750,Yes,2,6,14,No
876,54,Male,HR,Research Scientist,18627,No,1,14,0,No
877,23,Female,Sales,HR Executive,16232,Yes,3,25,19,No
878,35,Female,Sales,Technical Lead,6135,Yes,2,11,9,Yes
879,27,Female,Sales,Software Developer,9953,No,2,8,11,No
880,27,Female,R&D,HR Executive,4546,Yes,4,8,4,No
881,24,Male,R&D,HR Executive,18457,Yes,3,1,8,Yes
882,28,Female,Sales,Technical Lead,5411,No,2,21,7,No
883,29,Female,R&D,Research Scientist,17113,No,4,7,15,No
884,36,Male,IT,Software Developer,7145,Yes,4,6,13,No
885,50,Female,IT,Research Scientist,5775,Yes,1,21,12,Yes
886,54,Male,R&D,HR Executive,16193,No,4,8,12,No
887,51,Female,Sales,Software Developer,15851,Yes,2,19,4,No
888,48,Male,R&D,HR Executive,16070,No,1,22,15,No
889,57,Male,R&D,Financial Analyst,6970,Yes,1,21,10,No
890,50,Male,R&D,Technical Lead,17119,No,2,24,4,No
